action,clientASNDescription,clientAsn,clientCountryName,clientIP,clientRequestHTTPHost,clientRequestHTTPMethodName,clientRequestHTTPProtocol,clientRequestPath,clientRequestQuery,datetime,metadata,rayName,ruleId,rulesetId,sampleInterval,source,userAgent
block,PERFORMIVE,46562,US,66.115.165.199,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E3%81%8F%E3%81%99%E3%82%8A%E3%81%AE%E3%81%97%E3%81%8A%E3%82%8A%EF%BC%88%E6%97%A5%E6%9C%AC%E8%AA%9E%E7%89%88%EF%BC%89.pdf,,2022-02-21T08:34:30Z,"[{'key': 'group', 'value': 'cloudflare_specials'}, {'key': 'rule_message', 'value': 'Anomaly:Header:User-Agent - Fake Bing or MSN Bot'}]",6e0ea2cb8d01641c,100202,,1,waf,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)
block,INFOWEB FUJITSU LIMITED,2510,JP,121.95.86.236,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-02-21T08:18:37Z,[],6e0e8b869e8e830a,bic,,1,bic,"""Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"""
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E3%81%AB%E3%82%88%E3%82%8B%E8%A1%80%E6%A0%93%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88.pdf,,2022-02-21T08:14:33Z,[],6e0e859088fe0ad4,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E3%81%AE%E8%96%AC%E7%89%A9%E7%9B%B8%E4%BA%92%E4%BD%9C%E7%94%A8.pdf,,2022-02-21T08:14:31Z,[],6e0e85862fbc3438,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E5%9B%BD%E5%86%85%E8%87%A8%E5%BA%8A%E8%A9%A6%E9%A8%93%E3%81%AE%E7%97%87%E4%BE%8B%E6%95%B0%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,,2022-02-21T08:14:31Z,[],6e0e85856a218a7a,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E6%8E%A5%E7%A8%AE%E5%BE%8C%E3%81%AE%E6%B3%A8%E6%84%8F%E4%BA%8B%E9%A0%85.pdf,,2022-02-21T08:14:31Z,[],6e0e85856a07807d,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E3%82%B7%E3%83%A7%E3%83%83%E3%82%AF%E3%80%81%E3%82%A2%E3%83%8A%E3%83%95%E3%82%A3%E3%83%A9%E3%82%AD%E3%82%B7%E3%83%BC%E3%81%B8%E3%81%AE%E5%AF%BE%E5%87%A6.pdf,,2022-02-21T08:14:31Z,[],6e0e858879fe1f37,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E7%99%BD%E8%89%B2%E3%81%AE%E6%B5%AE%E9%81%8A%E7%89%A9%E3%81%B8%E3%81%AE%E5%AF%BE%E5%87%A6%E3%81%A8%E3%82%B3%E3%82%A2%E3%83%AA%E3%83%B3%E3%82%B0%E3%81%AE%E9%98%B2%E6%AD%A2.pdf,,2022-02-21T08:14:30Z,[],6e0e858258a81fc6,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%BF%E3%83%BC%E3%82%AD%E3%83%83%E3%83%88%E4%B8%8D%E8%A6%81%E6%99%82%E3%81%AE%E5%8F%96%E3%82%8A%E6%89%B1%E3%81%84%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,,2022-02-21T08:14:30Z,[],6e0e85817b3080d2,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/5_11_%E3%83%AF%E3%82%AF%E3%83%81%E3%83%B3%E3%81%AE%E5%8F%96%E3%82%8A%E6%89%B1%E3%81%84_%E5%85%A8%E4%BD%93%E6%A6%82%E8%A6%81.pdf,,2022-02-21T08:14:26Z,[],6e0e856a7a7b14d0,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E6%9C%AC%E5%89%A4%E3%81%AE%E6%8E%A5%E7%A8%AE%E4%B8%8D%E9%81%A9%E5%BD%93%E8%80%85%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,,2022-02-21T08:14:25Z,[],6e0e8563c9461eab,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E3%83%AF%E3%82%AF%E3%83%81%E3%83%B3%E3%81%AE%E5%8F%96%E3%82%8A%E6%89%B1%E3%81%84_%E4%BF%9D%E5%AD%98%E3%83%BB%E7%A7%BB%E9%80%81.pdf,,2022-02-21T08:14:25Z,[],6e0e855e7a581fb1,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E3%81%AB%E3%82%88%E3%82%8B%E5%BF%83%E7%AD%8B%E7%82%8E%E3%81%8A%E3%82%88%E3%81%B3%E5%BF%83%E8%86%9C%E7%82%8E.pdf,,2022-02-21T08:14:25Z,[],6e0e855f8a2f1f43,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/5_11_%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E3%81%AE12%E6%AD%B3%E6%9C%AA%E6%BA%80%E3%81%AE%E9%AB%98%E3%83%AA%E3%82%B9%E3%82%AF%E6%82%A3%E8%80%85%E3%81%BE%E3%81%9F%E3%81%AF%E5%9F%BA%E7%A4%8E%E7%96%BE%E6%82%A3%E3%82%92%E6%9C%89%E3%81%99%E3%82%8B%E6%82%A3%E8%80%85%E3%81%B8%E3%81%AE%E6%8E%A5%E7%A8%AE.pdf,,2022-02-21T08:14:25Z,[],6e0e855f6ba080d1,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E7%AD%8B%E6%B3%A85%EF%BD%9E11%E6%AD%B3%E7%94%A8%20%E6%96%B0%E5%8C%BB%E8%96%AC%E5%93%81%E3%81%AE%E3%80%8C%E6%8E%A5%E7%A8%AE%E4%B8%8A%E3%81%AE%E6%B3%A8%E6%84%8F%E3%80%8D%E3%81%AE%E8%A7%A3%E8%AA%AC%EF%BC%88%E7%AC%AC1%E7%89%88%EF%BC%89.pdf,,2022-02-21T08:14:25Z,[],6e0e855ecae080f0,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E5%90%84%E8%A3%BD%E5%89%A4%E3%81%AE%E6%AF%94%E8%BC%83%E8%A1%A8.pdf,,2022-02-21T08:14:25Z,[],6e0e855e882f1f4f,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/mRNA%E3%83%AF%E3%82%AF%E3%83%81%E3%83%B3%E3%81%AE%E6%AE%8B%E5%AD%98%E6%9C%9F%E9%96%93%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,,2022-02-21T08:14:25Z,[],6e0e855e7dcf0ab8,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E6%9C%AC%E5%89%A4%E3%81%AE%E6%8E%A5%E7%A8%AE%E9%83%A8%E4%BD%8D%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,,2022-02-21T08:14:25Z,[],6e0e855f6cf2807e,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E3%83%89%E3%83%A9%E3%82%A4%E3%82%A2%E3%82%A4%E3%82%B9%E3%81%AE%E5%8F%96%E3%82%8A%E6%89%B1%E3%81%84%E3%81%AE%E6%B3%A8%E6%84%8F.pdf,,2022-02-21T08:14:24Z,[],6e0e8558bb6f8a66,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E6%9C%AC%E5%89%A4%E3%81%AB%E3%82%88%E3%82%8B%E5%81%A5%E5%BA%B7%E8%A2%AB%E5%AE%B3%E6%95%91%E6%B8%88%E5%88%B6%E5%BA%A6%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,,2022-02-21T08:14:24Z,[],6e0e85582fb02089,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E3%81%AB%E3%82%88%E3%82%8B%E3%83%99%E3%83%AB%E9%BA%BB%E7%97%BA(%E9%A1%94%E9%9D%A2%E9%BA%BB%E7%97%BA).pdf,,2022-02-21T08:14:24Z,[],6e0e855b8d3a809b,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/COVID-19%20Vaccine%20COMIRNATY%20-Information%20for%20persons%20receiving%20the%20vaccine%20and%20their%20families-Spanish.pdf,,2022-02-21T08:14:24Z,[],6e0e855b2be42049,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E3%81%AE%E6%8A%97%E4%BD%93%E6%8C%81%E7%B6%9A%E6%80%A7%E3%81%A8%E5%85%8D%E7%96%AB%E6%8C%81%E7%B6%9A%E6%9C%9F%E9%96%93.pdf,,2022-02-21T08:14:24Z,[],6e0e855b4c7e34b1,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/COVID-19%20Vaccine%20COMIRNATY%20-Information%20for%20persons%20receiving%20the%20vaccine%20and%20their%20families-Thai.pdf,,2022-02-21T08:14:24Z,[],6e0e855b2ad11d97,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E8%A2%AB%E6%8E%A5%E7%A8%AE%E8%80%85%E3%81%AB%E3%81%8A%E3%81%91%E3%82%8B%E6%9C%89%E5%8A%B9%E6%80%A7%E5%8F%8A%E3%81%B3%E5%AE%89%E5%85%A8%E6%80%A7%E3%81%AE%E3%83%87%E3%83%BC%E3%82%BF%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,,2022-02-21T08:14:24Z,[],6e0e85594fe60aa4,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E3%83%89%E3%83%A9%E3%82%A4%E3%82%A2%E3%82%A4%E3%82%B9%20%E8%A3%BD%E5%93%81%E5%AE%89%E5%85%A8%E3%83%87%E3%83%BC%E3%82%BF%E3%82%B7%E3%83%BC%E3%83%88.pdf,,2022-02-21T08:14:24Z,[],6e0e8558ca658081,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E6%8E%A5%E7%A8%AE%E4%BC%9A%E5%A0%B4%E6%8E%B2%E7%A4%BA%E7%94%A8%E3%83%9D%E3%82%B9%E3%82%BF%E3%83%BC.pdf,,2022-02-21T08:14:24Z,[],6e0e855d99fa0ac0,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E3%81%AE%E5%9B%BA%E5%BD%A2%E8%87%93%E5%99%A8%E7%A7%BB%E6%A4%8D%E6%82%A3%E8%80%85%E3%81%B8%E3%81%AE%E6%8E%A5%E7%A8%AE.pdf,,2022-02-21T08:14:24Z,[],6e0e8558aaa980ef,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E3%81%AE12%E6%AD%B3%E4%BB%A5%E4%B8%8A%E3%81%AE%20%E9%AB%98%E3%83%AA%E3%82%B9%E3%82%AF%E6%82%A3%E8%80%85%E3%81%BE%E3%81%9F%E3%81%AF%E5%9F%BA%E7%A4%8E%E7%96%BE%E6%82%A3%E3%82%92%E6%9C%89%E3%81%99%E3%82%8B%E6%82%A3%E8%80%85%E3%81%B8%E3%81%AE%E6%8E%A5%E7%A8%AE.pdf,,2022-02-21T08:14:24Z,[],6e0e855829ce1eab,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/5_11_%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E3%82%92%E6%8E%A5%E7%A8%AE%E3%81%95%E3%82%8C%E3%82%8B%E3%81%8A%E5%AD%90%E3%81%95%E3%81%BE%E3%81%A8%E4%BF%9D%E8%AD%B7%E8%80%85%E3%81%AE%E6%96%B9%E3%81%B8.pdf,,2022-02-21T08:14:24Z,[],6e0e8559aef68a5c,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E3%81%94%E7%99%BB%E9%8C%B2%E3%82%92%E8%A1%8C%E3%81%86%E5%AF%BE%E8%B1%A1%E8%80%85.pdf,,2022-02-21T08:14:24Z,[],6e0e855dace31f3f,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E3%83%AF%E3%82%AF%E3%83%81%E3%83%B3%E3%81%AE%E5%8F%96%E3%82%8A%E6%89%B1%E3%81%84_%E5%B8%8C%E9%87%88%E3%83%BB%E5%85%85%E5%A1%AB.pdf,,2022-02-21T08:14:24Z,[],6e0e8559988880d2,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/5_11_%E3%83%AF%E3%82%AF%E3%83%81%E3%83%B3%E3%81%AE%E5%8F%96%E3%82%8A%E6%89%B1%E3%81%84_%E8%A7%A3%E5%87%8D.pdf,,2022-02-21T08:14:23Z,[],6e0e85527e141d87,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/COVID-19%20Vaccine%20COMIRNATY%20-Information%20for%20persons%20receiving%20the%20vaccine%20and%20their%20families-Korean.pdf,,2022-02-21T08:14:23Z,[],6e0e855248043402,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E5%AE%89%E5%85%A8%E3%81%AB%E6%8E%A5%E7%A8%AE%E3%81%84%E3%81%9F%E3%81%A0%E3%81%8F%E3%81%9F%E3%82%81%E3%81%AE%E6%83%85%E5%A0%B1%E6%8F%90%E4%BE%9B%E3%81%8A%E3%82%88%E3%81%B3%E5%8F%8E%E9%9B%86%E3%81%AE%E3%81%94%E6%A1%88%E5%86%85.pdf,,2022-02-21T08:14:23Z,[],6e0e85569aed8a6f,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
block,BEKKOAME BEKKOAME INTERNET INC.,4686,JP,218.225.236.81,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/faqpdf/%E3%82%B3%E3%83%9F%E3%83%8A%E3%83%86%E3%82%A3%E3%81%AE%E5%85%8D%E7%96%AB%E6%8A%91%E5%88%B6%E7%99%82%E6%B3%95%E4%B8%AD%E6%82%A3%E8%80%85%E3%81%B8%E3%81%AE%E6%8E%A5%E7%A8%AE.pdf,,2022-02-21T08:14:23Z,[],6e0e8557cc791d73,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 7.0; SO-01H Build/32.3.E.0.140)
